"american","dbo:occupation Photographer", "0.24", "e dbo:occupation Photographer", "Photographer", "Coherence=0.24 condAB=0.857142857142857 condBA=0.333333333333333 supA=7.0 supB=18.0", "NN", "Coherence", "e", "http://dbpedia.org/ontology/occupation", "http://dbpedia.org/resource/Photographer", "dbo:Photographer in c_e and 'an American' in l_e(c,p,so) ", 
"t___cup","dbp:country Nigeria@en", "0.214285714285714", "e dbp:country Nigeria@en", "Cricketer", "Coherence=0.214285714285714 condAB=0.75 condBA=0.3 supA=8.0 supB=20.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Nigeria"@en", "dbo:Cricketer in c_e and 'T20 Cup' in l_e(c,p,os) ", 
"t__i","dbp:column Twenty20_International", "0.0173410404624277", "e dbp:column Twenty20_International", "Cricketer", "Coherence=0.0173410404624277 condAB=1.0 condBA=0.0176470588235294 supA=6.0 supB=340.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/Twenty20_International", "dbo:Cricketer in c_e and 'T20I' in l_e(c,p,os) ", 
"t__i","dbp:column First-class_cricket", "9.57487552661815E-4", "e dbp:column First-class_cricket", "Cricketer", "Coherence=9.57487552661815E-4 condAB=0.833333333333333 condBA=9.58588957055215E-4 supA=6.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and 'T20I' in l_e(c,p,os) ", 
"t__i","dbp:column List_A_cricket", "0.00226415094339623", "e dbp:column List_A_cricket", "Cricketer", "Coherence=0.00226415094339623 condAB=1.0 condBA=0.00226928895612708 supA=6.0 supB=2644.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/List_A_cricket", "dbo:Cricketer in c_e and 'T20I' in l_e(c,p,os) ", 
"t__i","dbp:country Ghana@en", "0.0581395348837209", "e dbp:country Ghana@en", "Cricketer", "Coherence=0.0581395348837209 condAB=0.0641025641025641 condBA=0.625 supA=78.0 supB=8.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Ghana"@en", "dbo:Cricketer in c_e and 'T20I' in l_e(c,p,so) ", 
"t__i","dbp:country Qatar@en", "0.0568181818181818", "e dbp:country Qatar@en", "Cricketer", "Coherence=0.0568181818181818 condAB=0.0641025641025641 condBA=0.5 supA=78.0 supB=10.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Qatar"@en", "dbo:Cricketer in c_e and 'T20I' in l_e(c,p,so) ", 
"t__i","dbp:country Nigeria@en", "0.102040816326531", "e dbp:country Nigeria@en", "Cricketer", "Coherence=0.102040816326531 condAB=0.128205128205128 condBA=0.5 supA=78.0 supB=20.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Nigeria"@en", "dbo:Cricketer in c_e and 'T20I' in l_e(c,p,so) ", 
"t__i","dbp:country Botswana@en", "0.0581395348837209", "e dbp:country Botswana@en", "Cricketer", "Coherence=0.0581395348837209 condAB=0.0641025641025641 condBA=0.625 supA=78.0 supB=8.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Botswana"@en", "dbo:Cricketer in c_e and 'T20I' in l_e(c,p,so) ", 
"t__i","dbp:country Italy@en", "0.0531914893617021", "e dbp:country Italy@en", "Cricketer", "Coherence=0.0531914893617021 condAB=0.0641025641025641 condBA=0.3125 supA=78.0 supB=16.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Italy"@en", "dbo:Cricketer in c_e and 'T20I' in l_e(c,p,so) ", 
"t__i","dbp:country Norway@en", "0.0602409638554217", "e dbp:country Norway@en", "Cricketer", "Coherence=0.0602409638554217 condAB=0.0641025641025641 condBA=1.0 supA=78.0 supB=5.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Norway"@en", "dbo:Cricketer in c_e and 'T20I' in l_e(c,p,so) ", 
"t__i","dbp:country Kuwait@en", "0.0689655172413793", "e dbp:country Kuwait@en", "Cricketer", "Coherence=0.0689655172413793 condAB=0.0769230769230769 condBA=0.666666666666667 supA=78.0 supB=9.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Kuwait"@en", "dbo:Cricketer in c_e and 'T20I' in l_e(c,p,so) ", 
"t__i_debut","dbp:country Ghana@en", "0.0595238095238095", "e dbp:country Ghana@en", "Cricketer", "Coherence=0.0595238095238095 condAB=0.0657894736842105 condBA=0.625 supA=76.0 supB=8.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Ghana"@en", "dbo:Cricketer in c_e and 'T20I debut for' in l_e(c,p,so) ", 
"t__i_debut","dbp:country Qatar@en", "0.0581395348837209", "e dbp:country Qatar@en", "Cricketer", "Coherence=0.0581395348837209 condAB=0.0657894736842105 condBA=0.5 supA=76.0 supB=10.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Qatar"@en", "dbo:Cricketer in c_e and 'T20I debut for' in l_e(c,p,so) ", 
"t__i_debut","dbp:country Nigeria@en", "0.104166666666667", "e dbp:country Nigeria@en", "Cricketer", "Coherence=0.104166666666667 condAB=0.131578947368421 condBA=0.5 supA=76.0 supB=20.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Nigeria"@en", "dbo:Cricketer in c_e and 'T20I debut for' in l_e(c,p,so) ", 
"t__i_debut","dbp:country Botswana@en", "0.0595238095238095", "e dbp:country Botswana@en", "Cricketer", "Coherence=0.0595238095238095 condAB=0.0657894736842105 condBA=0.625 supA=76.0 supB=8.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Botswana"@en", "dbo:Cricketer in c_e and 'T20I debut' in l_e(c,p,so) ", 
"t__i_debut","dbp:country Italy@en", "0.0543478260869565", "e dbp:country Italy@en", "Cricketer", "Coherence=0.0543478260869565 condAB=0.0657894736842105 condBA=0.3125 supA=76.0 supB=16.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Italy"@en", "dbo:Cricketer in c_e and 'T20I debut' in l_e(c,p,so) ", 
"t__i_debut","dbp:country Norway@en", "0.0617283950617284", "e dbp:country Norway@en", "Cricketer", "Coherence=0.0617283950617284 condAB=0.0657894736842105 condBA=1.0 supA=76.0 supB=5.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Norway"@en", "dbo:Cricketer in c_e and 'T20I debut' in l_e(c,p,so) ", 
"t__i_debut","dbp:country Kuwait@en", "0.0705882352941176", "e dbp:country Kuwait@en", "Cricketer", "Coherence=0.0705882352941176 condAB=0.0789473684210526 condBA=0.666666666666667 supA=76.0 supB=9.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Kuwait"@en", "dbo:Cricketer in c_e and 'T20I debut for' in l_e(c,p,so) ", 
"tamil","dbp:birthPlace India", "0.0230414746543779", "e dbp:birthPlace India", "Cricketer", "Coherence=0.0230414746543779 condAB=1.0 condBA=0.0235849056603774 supA=5.0 supB=212.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/India", "dbo:Cricketer in c_e and 'Tamil' in l_e(c,p,os) ", 
"tamil_nadu","dbp:birthPlace India", "0.0230414746543779", "e dbp:birthPlace India", "Cricketer", "Coherence=0.0230414746543779 condAB=1.0 condBA=0.0235849056603774 supA=5.0 supB=212.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/India", "dbo:Cricketer in c_e and 'Tamil Nadu' in l_e(c,p,os) ", 
"tasmania","dbp:column First-class_cricket", "0.00191314329443275", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.00191314329443275 condAB=0.909090909090909 condBA=0.00191717791411043 supA=11.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and 'for Tasmania' in l_e(c,p,os) ", 
"tasmania","dbp:column List_A_cricket", "0.00188253012048193", "e dbp:column List_A_cricket", "Cricketer", "Coherence=0.00188253012048193 condAB=0.416666666666667 condBA=0.0018910741301059 supA=12.0 supB=2644.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/List_A_cricket", "dbo:Cricketer in c_e and 'Tasmania' in l_e(c,p,os) ", 
"tasmania","dbo:birthPlace Tasmania", "0.0657894736842105", "e dbo:birthPlace Tasmania", "Cricketer", "Coherence=0.0657894736842105 condAB=0.714285714285714 condBA=0.072463768115942 supA=7.0 supB=69.0", "NN", "Coherence", "e", "http://dbpedia.org/ontology/birthPlace", "http://dbpedia.org/resource/Tasmania", "dbo:Cricketer in c_e and 'Tasmania' in l_e(c,p,os) ", 
"tasmania","dbp:country Australia@en", "0.0110091743119266", "e dbp:country Australia@en", "Cricketer", "Coherence=0.0110091743119266 condAB=1.0 condBA=0.0111317254174397 supA=6.0 supB=539.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Australia"@en", "dbo:Cricketer in c_e and 'Tasmania' in l_e(c,p,os) ", 
"team","dbp:birthPlace Pakistan", "0.0518134715025907", "e dbp:birthPlace Pakistan", "Cricketer", "Coherence=0.0518134715025907 condAB=0.123456790123457 condBA=0.0892857142857143 supA=81.0 supB=112.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/Pakistan", "dbo:Cricketer in c_e and 'team' in l_e(c,p,os) ", 
"team","dbp:birthPlace England", "0.00393700787401575", "e dbp:birthPlace England", "Cricketer", "Coherence=0.00393700787401575 condAB=0.0617283950617284 condBA=0.00420521446593776 supA=81.0 supB=1189.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/England", "dbo:Cricketer in c_e and 'team' in l_e(c,p,os) ", 
"team","dbp:birthPlace India", "0.037542662116041", "e dbp:birthPlace India", "Cricketer", "Coherence=0.037542662116041 condAB=0.135802469135802 condBA=0.0518867924528302 supA=81.0 supB=212.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/India", "dbo:Cricketer in c_e and 'team' in l_e(c,p,os) ", 
"team","dbp:birthPlace Punjab,_Pakistan", "0.037037037037037", "e dbp:birthPlace Punjab,_Pakistan", "Cricketer", "Coherence=0.037037037037037 condAB=0.0617283950617284 condBA=0.0925925925925926 supA=81.0 supB=54.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/Punjab,_Pakistan", "dbo:Cricketer in c_e and 'team' in l_e(c,p,os) ", 
"team","dbp:birthPlace Bangladesh", "0.0555555555555556", "e dbp:birthPlace Bangladesh", "Cricketer", "Coherence=0.0555555555555556 condAB=0.0864197530864197 condBA=0.155555555555556 supA=81.0 supB=45.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/Bangladesh", "dbo:Cricketer in c_e and 'team' in l_e(c,p,os) ", 
"team","dbp:column Test_cricket", "0.0130970724191063", "e dbp:column Test_cricket", "Cricketer", "Coherence=0.0130970724191063 condAB=0.386363636363636 condBA=0.0135566188197767 supA=44.0 supB=1254.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/Test_cricket", "dbo:Cricketer in c_e and 'team' in l_e(c,p,os) ", 
"team","dbp:column One_Day_International", "0.0162368672397326", "e dbp:column One_Day_International", "Cricketer", "Coherence=0.0162368672397326 condAB=0.386363636363636 condBA=0.0169491525423729 supA=44.0 supB=1003.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/One_Day_International", "dbo:Cricketer in c_e and 'team' in l_e(c,p,os) ", 
"team","dbp:column First-class_cricket", "0.00172149961744453", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.00172149961744453 condAB=0.75 condBA=0.00172546012269939 supA=12.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and 'team' in l_e(c,p,so) ", 
"team","dbp:column List_A_cricket", "0.00188465887674331", "e dbp:column List_A_cricket", "Cricketer", "Coherence=0.00188465887674331 condAB=0.555555555555556 condBA=0.0018910741301059 supA=9.0 supB=2644.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/List_A_cricket", "dbo:Cricketer in c_e and 'team in' in l_e(c,p,so) ", 
"team","dbp:tenfor n/a@en", "0.00938967136150235", "e dbp:tenfor n/a@en", "Cricketer", "Coherence=0.00938967136150235 condAB=0.307692307692308 condBA=0.00968523002421308 supA=26.0 supB=826.0", "NN", "Coherence", "e", "http://dbpedia.org/property/tenfor", ""n/a"@en", "dbo:Cricketer in c_e and 'team' in l_e(c,p,so) ", 
"team","dbo:country Sri_Lanka", "0.0277777777777778", "e dbo:country Sri_Lanka", "Cricketer", "Coherence=0.0277777777777778 condAB=0.0549450549450549 condBA=0.0561797752808989 supA=91.0 supB=89.0", "NN", "Coherence", "e", "http://dbpedia.org/ontology/country", "http://dbpedia.org/resource/Sri_Lanka", "dbo:Cricketer in c_e and 'team' in l_e(c,p,os) ", 
"team","dbo:country New_Zealand", "0.0223214285714286", "e dbo:country New_Zealand", "Cricketer", "Coherence=0.0223214285714286 condAB=0.0549450549450549 condBA=0.037593984962406 supA=91.0 supB=133.0", "NN", "Coherence", "e", "http://dbpedia.org/ontology/country", "http://dbpedia.org/resource/New_Zealand", "dbo:Cricketer in c_e and 'team' in l_e(c,p,os) ", 
"team","dbo:birthPlace Andhra_Pradesh", "0.0331125827814569", "e dbo:birthPlace Andhra_Pradesh", "Cricketer", "Coherence=0.0331125827814569 condAB=0.037593984962406 condBA=0.277777777777778 supA=133.0 supB=18.0", "NN", "Coherence", "e", "http://dbpedia.org/ontology/birthPlace", "http://dbpedia.org/resource/Andhra_Pradesh", "dbo:Cricketer in c_e and 'team' in l_e(c,p,os) ", 
"team","dbo:birthPlace Lahore", "0.031390134529148", "e dbo:birthPlace Lahore", "Cricketer", "Coherence=0.031390134529148 condAB=0.0526315789473684 condBA=0.0777777777777778 supA=133.0 supB=90.0", "NN", "Coherence", "e", "http://dbpedia.org/ontology/birthPlace", "http://dbpedia.org/resource/Lahore", "dbo:Cricketer in c_e and 'team' in l_e(c,p,os) ", 
"team","dbo:birthPlace Karachi", "0.0219298245614035", "e dbo:birthPlace Karachi", "Cricketer", "Coherence=0.0219298245614035 condAB=0.037593984962406 condBA=0.0526315789473684 supA=133.0 supB=95.0", "NN", "Coherence", "e", "http://dbpedia.org/ontology/birthPlace", "http://dbpedia.org/resource/Karachi", "dbo:Cricketer in c_e and 'team' in l_e(c,p,os) ", 
"team","dbo:birthPlace Maharashtra", "0.0288461538461538", "e dbo:birthPlace Maharashtra", "Cricketer", "Coherence=0.0288461538461538 condAB=0.0451127819548872 condBA=0.08 supA=133.0 supB=75.0", "NN", "Coherence", "e", "http://dbpedia.org/ontology/birthPlace", "http://dbpedia.org/resource/Maharashtra", "dbo:Cricketer in c_e and 'team' in l_e(c,p,os) ", 
"team","dbp:club Minor_Counties_of_English_and_Welsh_cricket", "0.0213675213675214", "e dbp:club Minor_Counties_of_English_and_Welsh_cricket", "Cricketer", "Coherence=0.0213675213675214 condAB=0.0574712643678161 condBA=0.0340136054421769 supA=87.0 supB=147.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Minor_Counties_of_English_and_Welsh_cricket", "dbo:Cricketer in c_e and 'team' in l_e(c,p,os) ", 
"team","dbp:club Derbyshire_County_Cricket_Club", "0.017921146953405", "e dbp:club Derbyshire_County_Cricket_Club", "Cricketer", "Coherence=0.017921146953405 condAB=0.0574712643678161 condBA=0.0260416666666667 supA=87.0 supB=192.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Derbyshire_County_Cricket_Club", "dbo:Cricketer in c_e and 'team' in l_e(c,p,os) ", 
"team","dbp:bestBowling â@en", "0.00504625735912531", "e dbp:bestBowling â@en", "Cricketer", "Coherence=0.00504625735912531 condAB=0.352941176470588 condBA=0.00511945392491468 supA=17.0 supB=1172.0", "NN", "Coherence", "e", "http://dbpedia.org/property/bestBowling", ""â"@en", "dbo:Cricketer in c_e and 'team' in l_e(c,p,os) ", 
"team","dbp:country Ireland@en", "0.0163487738419619", "e dbp:country Ireland@en", "Cricketer", "Coherence=0.0163487738419619 condAB=0.0257510729613734 condBA=0.0447761194029851 supA=233.0 supB=134.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Ireland"@en", "dbo:Cricketer in c_e and 'team' in l_e(c,p,os) ", 
"team","dbp:country West Indies@en", "0.0376106194690266", "e dbp:country West Indies@en", "Cricketer", "Coherence=0.0376106194690266 condAB=0.0729613733905579 condBA=0.0776255707762557 supA=233.0 supB=219.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""West Indies"@en", "dbo:Cricketer in c_e and 'team' in l_e(c,p,os) ", 
"team","dbp:country Australia@en", "0.0297927461139896", "e dbp:country Australia@en", "Cricketer", "Coherence=0.0297927461139896 condAB=0.0987124463519313 condBA=0.0426716141001855 supA=233.0 supB=539.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Australia"@en", "dbo:Cricketer in c_e and 'team' in l_e(c,p,os) ", 
"team","dbp:country Pakistan@en", "0.0464135021097046", "e dbp:country Pakistan@en", "Cricketer", "Coherence=0.0464135021097046 condAB=0.0944206008583691 condBA=0.0912863070539419 supA=233.0 supB=241.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Pakistan"@en", "dbo:Cricketer in c_e and 'team' in l_e(c,p,os) ", 
"team","dbp:country Hong Kong@en", "0.0298507462686567", "e dbp:country Hong Kong@en", "Cricketer", "Coherence=0.0298507462686567 condAB=0.0343347639484979 condBA=0.228571428571429 supA=233.0 supB=35.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Hong Kong"@en", "dbo:Cricketer in c_e and 'team' in l_e(c,p,os) ", 
"team","dbp:country England@en", "0.00223964165733483", "e dbp:country England@en", "Cricketer", "Coherence=0.00223964165733483 condAB=0.176470588235294 condBA=0.00226843100189036 supA=34.0 supB=2645.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""England"@en", "dbo:Cricketer in c_e and 'team in' in l_e(c,p,os) ", 
"team","dbp:country Bangladesh@en", "0.0289855072463768", "e dbp:country Bangladesh@en", "Cricketer", "Coherence=0.0289855072463768 condAB=0.0429184549356223 condBA=0.0892857142857143 supA=233.0 supB=112.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Bangladesh"@en", "dbo:Cricketer in c_e and 'team' in l_e(c,p,os) ", 
"team","dbp:country South Africa@en", "0.0159744408945687", "e dbp:country South Africa@en", "Cricketer", "Coherence=0.0159744408945687 condAB=0.147058823529412 condBA=0.017921146953405 supA=34.0 supB=279.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""South Africa"@en", "dbo:Cricketer in c_e and 'team in' in l_e(c,p,os) ", 
"team","dbp:country Sri Lanka@en", "0.0304568527918782", "e dbp:country Sri Lanka@en", "Cricketer", "Coherence=0.0304568527918782 condAB=0.0515021459227468 condBA=0.0745341614906832 supA=233.0 supB=161.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Sri Lanka"@en", "dbo:Cricketer in c_e and 'team' in l_e(c,p,os) ", 
"team","dbp:country New Zealand@en", "0.0212014134275618", "e dbp:country New Zealand@en", "Cricketer", "Coherence=0.0212014134275618 condAB=0.0515021459227468 condBA=0.036036036036036 supA=233.0 supB=333.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""New Zealand"@en", "dbo:Cricketer in c_e and 'team' in l_e(c,p,os) ", 
